framenum,time,skier,centrex,centrey,safe
173,11.533333333333333,1,531,148,False
173,11.533333333333333,2,487,373,False
173,11.533333333333333,3,529,356,False
173,11.533333333333333,4,328,673,False
173,11.533333333333333,5,357,673,False
174,11.6,0,369,176,False
174,11.6,1,530,148,False
174,11.6,2,486,373,False
174,11.6,3,527,356,False
174,11.6,4,328,673,False
174,11.6,5,357,673,False
175,11.666666666666666,0,369,176,False
175,11.666666666666666,1,531,148,False
175,11.666666666666666,2,485,375,False
175,11.666666666666666,3,526,358,False
175,11.666666666666666,4,328,673,False
175,11.666666666666666,5,357,673,False
176,11.733333333333333,0,369,178,False
176,11.733333333333333,1,531,148,False
176,11.733333333333333,2,484,376,False
176,11.733333333333333,3,524,359,False
176,11.733333333333333,4,328,673,False
176,11.733333333333333,5,357,673,False
177,11.8,0,368,178,False
177,11.8,1,531,148,False
177,11.8,2,483,377,False
177,11.8,3,523,360,False
177,11.8,4,328,673,False
177,11.8,5,357,673,False
178,11.866666666666667,0,368,180,False
178,11.866666666666667,1,531,148,False
178,11.866666666666667,2,483,379,False
178,11.866666666666667,3,522,360,False
178,11.866666666666667,4,328,673,False
178,11.866666666666667,5,357,673,False
179,11.933333333333334,0,367,180,False
179,11.933333333333334,1,531,148,False
179,11.933333333333334,2,482,380,False
179,11.933333333333334,3,521,360,False
179,11.933333333333334,4,328,673,False
179,11.933333333333334,5,357,673,False
180,12.0,0,366,182,False
180,12.0,1,532,148,False
180,12.0,2,481,381,False
180,12.0,3,520,361,False
180,12.0,4,328,673,False
180,12.0,5,357,673,False
181,12.066666666666666,0,366,183,False
181,12.066666666666666,1,531,148,False
181,12.066666666666666,2,480,383,False
181,12.066666666666666,3,518,362,False
181,12.066666666666666,4,328,673,False
181,12.066666666666666,5,357,673,False
182,12.133333333333333,0,365,183,False
182,12.133333333333333,1,531,148,False
182,12.133333333333333,2,480,384,False
182,12.133333333333333,3,517,363,False
182,12.133333333333333,4,328,673,False
182,12.133333333333333,5,357,673,False
183,12.2,0,364,185,True
183,12.2,1,531,148,False
183,12.2,2,479,385,False
183,12.2,3,515,363,False
183,12.2,4,328,673,False
183,12.2,5,357,673,False
184,12.266666666666667,0,363,185,True
184,12.266666666666667,1,531,148,False
184,12.266666666666667,2,479,386,False
184,12.266666666666667,3,515,363,False
184,12.266666666666667,4,328,673,False
184,12.266666666666667,5,357,673,False
185,12.333333333333334,0,363,186,True
185,12.333333333333334,1,531,147,False
185,12.333333333333334,2,478,387,False
185,12.333333333333334,3,513,364,False
185,12.333333333333334,4,328,673,False
185,12.333333333333334,5,357,673,False
186,12.4,0,362,188,True
186,12.4,1,531,147,False
186,12.4,2,477,389,False
186,12.4,3,512,365,False
186,12.4,4,328,673,False
186,12.4,5,357,673,False
187,12.466666666666667,0,362,189,True
187,12.466666666666667,1,530,148,False
187,12.466666666666667,2,476,390,False
187,12.466666666666667,3,511,366,False
187,12.466666666666667,4,328,673,False
187,12.466666666666667,5,357,673,False
188,12.533333333333333,0,361,190,True
188,12.533333333333333,1,531,148,False
188,12.533333333333333,2,475,391,False
188,12.533333333333333,3,509,366,False
188,12.533333333333333,4,328,673,False
188,12.533333333333333,5,357,673,False
189,12.6,0,360,191,True
189,12.6,1,531,148,False
189,12.6,2,474,392,False
189,12.6,3,508,367,False
189,12.6,4,328,673,False
189,12.6,5,357,673,False
190,12.666666666666666,0,359,192,True
190,12.666666666666666,1,531,148,False
190,12.666666666666666,2,473,393,False
190,12.666666666666666,3,507,368,False
190,12.666666666666666,4,328,673,False
190,12.666666666666666,5,357,673,False
191,12.733333333333333,0,358,194,True
191,12.733333333333333,1,530,148,False
191,12.733333333333333,2,472,395,False
191,12.733333333333333,3,506,369,False
191,12.733333333333333,4,328,673,False
191,12.733333333333333,5,357,673,False
192,12.8,0,357,194,True
192,12.8,1,531,148,False
192,12.8,2,472,396,False
192,12.8,3,505,369,False
192,12.8,4,328,673,False
192,12.8,5,357,673,False
193,12.866666666666667,0,357,196,True
193,12.866666666666667,1,531,147,False
193,12.866666666666667,2,470,396,False
193,12.866666666666667,3,504,371,False
193,12.866666666666667,4,328,673,False
193,12.866666666666667,5,357,673,False
194,12.933333333333334,0,356,196,True
194,12.933333333333334,1,531,147,False
194,12.933333333333334,2,470,398,False
194,12.933333333333334,3,503,371,False
194,12.933333333333334,4,328,673,False
194,12.933333333333334,5,357,673,False
195,13.0,0,356,198,True
195,13.0,1,531,147,False
195,13.0,2,469,399,False
195,13.0,3,501,372,False
195,13.0,4,328,673,False
195,13.0,5,357,673,False
